city,idx,name,img,w,h,ratio,bytes,page,credit,reason
palma-de-mallorca,6,Arab Baths (Banys Àrabs),images/landmarks/palma-arab-baths.webp,1059,1600,0.662,173860,https://commons.wikimedia.org/wiki/File:Palma_Banys_%C3%80rabs.jpg,,tall-portrait
tirana,7,Tanners' Bridge (Ura e Tabakëve),images/landmarks/tirana-tanners-bridge-ura-e-tabakeve.webp,1059,1600,0.662,374860,"https://commons.wikimedia.org/wiki/File:Tanners%27_Bridge,_Tirana,_Albania_01.jpg",,tall-portrait
whistler,6,Lost Lake Park,images/landmarks/whistler-lost-lake-park.webp,1059,1600,0.662,352656,"https://commons.wikimedia.org/wiki/File:Lost_Lake,_Whistler_B.C.jpg",,tall-portrait
kota-kinabalu,9,Kota Kinabalu Waterfront,images/landmarks/kota-kinabalu-waterfront.webp,1060,1600,0.662,128824,"https://commons.wikimedia.org/wiki/File:Kota_Kinabalu_waterfront,_2024_(02).jpg",,tall-portrait
mytilene,9,Statue of Liberty of Mytilene,images/landmarks/mytilene-statue-of-liberty-of-mytilene.webp,1060,1600,0.662,305622,https://commons.wikimedia.org/wiki/File:Mytilini_-_Statue_of_Liberty.jpg,,tall-portrait
najaf,8,Bahr al-Najaf (Sea of Najaf),images/landmarks/najaf-bahr-al-najaf.webp,1060,1600,0.662,121096,https://commons.wikimedia.org/wiki/File:%D8%A8%D8%AD%D8%B1_%D8%A7%D9%84%D9%86%D8%AC%D9%81.jpg,,tall-portrait
port-elizabeth,3,The Campanile,images/landmarks/port-elizabeth-the-campanile.webp,1060,1600,0.662,68610,"https://commons.wikimedia.org/wiki/File:Campanile,_Port_Elizabeth,_South_Africa.jpg",,tall-portrait
srimangal,6,Hum Hum Waterfall,images/landmarks/srimangal-hum-hum-waterfall.webp,1060,1600,0.662,593794,https://commons.wikimedia.org/wiki/File:Ham_Ham_Waterfall.JPG,,tall-portrait
yangon,1,Sule Pagoda,images/landmarks/yangon-sule-pagoda.webp,1060,1600,0.662,238262,https://commons.wikimedia.org/wiki/File:20160815_Sule_Pagoda_Yangon_0307.jpg,,tall-portrait
yaroslavl,0,Transfiguration Monastery (Spaso-Preobrazhensky),images/landmarks/yaroslavl-spaso-preobrazhensky-monastery.webp,1060,1600,0.662,185512,https://commons.wikimedia.org/wiki/File:Transfiguration_Monastery_in_Yaroslavl_02.jpg,,tall-portrait
zanzibar-city,9,Malindi Mosque and Old Dhow Harbour,images/landmarks/zanzibar-city-malindi-mosque.webp,1060,1600,0.662,266978,https://commons.wikimedia.org/wiki/File:Bamnara_Mosque_also_known_as_Malindi_Mosque_in_Zanzibar.jpg,,tall-portrait
stockholm,6,Storkyrkan (Stockholm Cathedral),images/landmarks/stockholm-storkyrkan-stockholm-cathedral.webp,663,1000,0.663,73312,https://commons.wikimedia.org/wiki/File:Stockholm_Cathedral_-_Storkyrkan_2007.jpg,,low-res+tall-portrait
pai,2,Tha Pai Memorial Bridge,images/landmarks/pai-tha-pai-memorial-bridge.webp,1002,1512,0.663,410104,https://en.wikipedia.org/wiki/Pai_district,,tall-portrait
ashgabat,7,Ertugrul Gazi Mosque,images/landmarks/ashgabat-ertugrul-gazi-mosque.webp,1061,1600,0.663,106188,https://commons.wikimedia.org/wiki/File:Ertugrul_Gazi_Mosque_(12)_(45999846362).jpg,,tall-portrait
honiara,9,"Parliament House, Honiara",images/landmarks/honiara-parliament-house-honiara.webp,1061,1600,0.663,147804,"https://commons.wikimedia.org/wiki/File:The_National_Parliament_Building,_Honiara,_Solomon_Islands.jpg",,tall-portrait
lilongwe,4,Bingu National Stadium,images/landmarks/lilongwe-bingu-national-stadium.webp,720,1084,0.664,88170,"https://commons.wikimedia.org/wiki/File:A_Traditional_dancer_show-casing_his_skills_during_the_commemoration_of_the_International_Day_of_Families_in_Lilongwe,_Malawi_at_Bingu_National_Stadium.jpg",,low-res+tall-portrait
hanoi,6,St. Joseph's Cathedral,images/landmarks/hanoi-st-josephs-cathedral.webp,996,1500,0.664,328470,"https://commons.wikimedia.org/wiki/File:St._Joseph%27s_Cathedral_-_Hanoi,_Vietnam.jpg",,tall-portrait
brugge,4,Church of Our Lady,images/landmarks/brugge-church-of-our-lady.webp,1062,1600,0.664,330088,"https://en.wikipedia.org/wiki/Church_of_Our_Lady,_Bruges",,tall-portrait
brussels,2,Manneken Pis,images/landmarks/brussels-manneken-pis.webp,1062,1600,0.664,245182,https://en.wikipedia.org/wiki/Manneken_Pis,,tall-portrait
chefchaouen,0,The Blue Medina (old town),images/landmarks/chefchaouen-blue-medina.webp,1062,1600,0.664,168146,"https://commons.wikimedia.org/wiki/File:A_view_of_one_of_the_many_blue-painted_streets_in_Chefchaouen,_Morocco.jpg",,tall-portrait
da-lat,3,Linh Phuoc Pagoda,images/landmarks/da-lat-linh-phuoc-pagoda.webp,1062,1600,0.664,316628,https://commons.wikimedia.org/wiki/File:Da_Lat_-_Linh_Phuoc_Temple_01.jpg,,tall-portrait
dresden,7,Albertinum,images/landmarks/dresden-albertinum.webp,1062,1600,0.664,296836,https://commons.wikimedia.org/wiki/File:AlbertinumDresden.jpg,,tall-portrait
granada,9,Alcaicería,images/landmarks/granada-alcaiceria.webp,1062,1600,0.664,503854,https://commons.wikimedia.org/wiki/File:Alcaiceria_de_Granada_(2).jpg,,tall-portrait
irkutsk,3,Epiphany Cathedral (Bogoyavlensky Sobor),images/landmarks/irkutsk-epiphany-cathedral-bogoyavlensky-sobor.webp,1062,1600,0.664,123304,"https://commons.wikimedia.org/wiki/File:Epiphany_Cathedral,_Irkutsk_(15673417039).jpg",,tall-portrait
johor-bahru,2,Arulmigu Sri Rajakaliamman Glass Temple,images/landmarks/johor-bahru-glass-temple.webp,1062,1600,0.664,258584,https://commons.wikimedia.org/wiki/File:Arulmigu_Sri_Rajakaliamman_exterior.jpg,,tall-portrait
karachi,5,Merewether Clock Tower,images/landmarks/karachi-merewether-clock-tower.webp,1062,1600,0.664,362716,https://commons.wikimedia.org/wiki/File:Merewether_Clock_Tower_01.jpg,,tall-portrait
manzhouli,0,Matryoshka Square (Taowa Square),images/landmarks/manzhouli-matryoshka-square.webp,1062,1600,0.664,183676,https://commons.wikimedia.org/wiki/File:%E6%BB%A1%E6%B4%B2%E9%87%8C%E5%A5%97%E5%A8%83%E5%B9%BF%E5%9C%BA%E6%95%99%E5%A0%82_-_panoramio.jpg,,tall-portrait
naples,7,Galleria Umberto I,images/landmarks/naples-galleria-umberto-i.webp,1062,1600,0.664,409644,https://commons.wikimedia.org/wiki/File:Galleria_Umberto_I_Naples_n01.jpg,,tall-portrait
salvador,5,Farol da Barra (Barra Lighthouse),images/landmarks/salvador-farol-da-barra.webp,1062,1600,0.664,131908,https://commons.wikimedia.org/wiki/File:Forte_de_Santo_Antonio_da_Barra_-_Priscila_Nobrega_Cecilio-1.jpg,,tall-portrait
sharm-el-sheikh,4,Ras Um Sid,images/landmarks/sharm-el-sheikh-ras-um-sid.webp,1062,1600,0.664,153212,"https://commons.wikimedia.org/wiki/File:SHARM_EL_SHIEKH,_EGYPT.jpg",,tall-portrait
tofino,6,Rainforest Trail,images/landmarks/tofino-rainforest-trail.webp,1062,1600,0.664,422394,https://commons.wikimedia.org/wiki/File:Rainforest_Trail_(14360770454).jpg,,tall-portrait
turpan,4,Turpan Karez System,images/landmarks/turpan-karez-system.webp,1062,1600,0.664,260250,https://commons.wikimedia.org/wiki/File:Turpan_karez_system_IGP4205.jpg,,tall-portrait
bengaluru,5,Bull Temple (Dodda Basavana Gudi),images/landmarks/bengaluru-bull-temple.webp,1063,1600,0.664,152558,https://commons.wikimedia.org/wiki/File:Dodda_basavanna_inside_basavangudi.JPG,,tall-portrait
girona,7,Monastery of Sant Pere de Galligants,images/landmarks/girona-sant-pere-de-galligants.webp,1063,1600,0.664,282086,https://commons.wikimedia.org/wiki/File:Sant_Pere_de_Galligants.JPG,,tall-portrait
gondar,1,Fasilides' Castle,images/landmarks/gondar-fasilides-castle.webp,1063,1600,0.664,209972,"https://commons.wikimedia.org/wiki/File:The_Ruins_at_Gondar,_Ethiopia_-_Fasilides_Castle_(2415633944).jpg",,tall-portrait
isfahan,5,Ali Qapu Palace,images/landmarks/isfahan-ali-qapu-palace.webp,1063,1600,0.664,144006,"https://commons.wikimedia.org/wiki/File:Ali_Qapu_Palace_-_Isfahan,_Iran.jpg",,tall-portrait
jodhpur,7,Rao Jodha Desert Rock Park,images/landmarks/jodhpur-rao-jodha-desert-rock-park.webp,1063,1600,0.664,583874,"https://commons.wikimedia.org/wiki/File:Rao_Jodha_Desert_Rock_Park,_Jodhpur,_20191210_1137_7897.jpg",,tall-portrait
kairouan,5,Bir Barrouta,images/landmarks/kairouan-bir-barrouta.webp,1063,1600,0.664,313788,https://commons.wikimedia.org/wiki/File:Bir_Barrouta_(Kairouan).jpg,,tall-portrait
klaipeda,2,Meridianas Sailing Ship,images/landmarks/klaipeda-meridianas-sailing-ship.webp,1063,1600,0.664,240578,"https://commons.wikimedia.org/wiki/File:Meridianas,_Klaipėda,_2006_(02).jpg",,tall-portrait
olomouc,2,St. Wenceslas Cathedral,images/landmarks/olomouc-st-wenceslas-cathedral.webp,1063,1600,0.664,176344,https://commons.wikimedia.org/wiki/File:St_Wenceslas_Olomouc_11.jpg,,tall-portrait
olomouc,9,Villa Primavesi,images/landmarks/olomouc-villa-primavesi.webp,1063,1600,0.664,459114,"https://commons.wikimedia.org/wiki/File:Villa_Primavesi,_Olomouc_(07).jpg",,tall-portrait
taichung,4,Luce Memorial Chapel (Tunghai University),images/landmarks/taichung-luce-memorial-chapel-tunghai-university.webp,1063,1600,0.664,338252,https://commons.wikimedia.org/wiki/File:Luce_Memorial_Chapel_20170102.jpg,,tall-portrait
tofino,4,Meares Island Big Tree Trail,images/landmarks/tofino-meares-island-big-tree-trail.webp,1063,1600,0.664,464078,https://commons.wikimedia.org/wiki/File:Among_big_trees_on_Meares_Island_(3)_(28660481244).jpg,,tall-portrait
zaragoza,9,Expo 2008 Riverfront,images/landmarks/zaragoza-expo-2008-riverfront.webp,1063,1600,0.664,148444,https://commons.wikimedia.org/wiki/File:Expo_2008_zaragoza_torre_del_agua.jpg,,tall-portrait
jerez-de-la-frontera,5,Iglesia de San Miguel,images/landmarks/jerez-de-la-frontera-iglesia-de-san-miguel.webp,1200,1808,0.664,335304,https://commons.wikimedia.org/wiki/File:San_Miguel_Fachada_Jerez.JPG,Jerezplataforma / CC BY 3.0,tall-portrait
capri,4,Monte Solaro Chairlift,images/landmarks/capri-monte-solaro-chairlift.webp,660,993,0.665,142388,https://commons.wikimedia.org/w/index.php?search=Monte%20Solaro%20Chairlift%20Capri&title=Special:MediaSearch,,low-res+tall-portrait
acapulco-de-juarez,0,La Quebrada Cliff Divers,images/landmarks/acapulco-de-juarez-la-quebrada-cliff-divers.webp,679,1021,0.665,207616,https://commons.wikimedia.org/wiki/File:Don_off_Acapulco_Cliff.jpg,,low-res+tall-portrait
inhambane,1,Ponta da Barra and Barra Lighthouse,images/landmarks/inhambane-ponta-da-barra-and-barra-lighthouse.webp,851,1280,0.665,44490,https://commons.wikimedia.org/wiki/File:Barra_Lighthouse.jpg,,tall-portrait
aleppo,3,Khan al-Jumruk,images/landmarks/aleppo-khan-al-jumruk.webp,1064,1600,0.665,373632,https://commons.wikimedia.org/wiki/File:Aleppo_Khan_al-Jumruk_9164.jpg,,tall-portrait
antsiranana,1,Les Trois Baies (Three Bays),images/landmarks/antsiranana-les-trois-baies.webp,1064,1600,0.665,200138,https://commons.wikimedia.org/wiki/File:Diego_bay.JPG,,tall-portrait
bahir-dar,2,Ura Kidane Mehret Monastery,images/landmarks/bahir-dar-ura-kidane-mehret-monastery.webp,1064,1600,0.665,210456,https://commons.wikimedia.org/wiki/File:Ura%20Kidane%20Mihret%2C%20Lake%20Tana.jpg,,tall-portrait
damascus,8,Mausoleum of Saladin,images/landmarks/damascus-mausoleum-of-saladin.webp,1064,1600,0.665,182080,https://commons.wikimedia.org/wiki/File:Damascus_mausoleum_of_Sultan_Saladin_8146.jpg,,tall-portrait
fethiye,7,Telmessos Amphitheatre,images/landmarks/fethiye-telmessos-amphitheatre.webp,1064,1600,0.665,331924,https://commons.wikimedia.org/wiki/File:Fethiye_Roman_theatre_during_restoration_7183.jpg,,tall-portrait
gaziantep,0,Zeugma Mosaic Museum,images/landmarks/gaziantep-zeugma-mosaic-museum.webp,1064,1600,0.665,476756,https://commons.wikimedia.org/wiki/File:Gaziantep_Zeugma_Museum_Oceanus_and_Thetys_1_mosaic_2494.jpg,,tall-portrait
girona,6,Basilica of Sant Feliu,images/landmarks/girona-basilica-sant-feliu.webp,1064,1600,0.665,367066,https://commons.wikimedia.org/wiki/File:Basilica_Sant_Feliu_Girona_Catalonia_Spain.jpg,,tall-portrait
konya,4,Karatay Medrese,images/landmarks/konya-karatay-medrese.webp,1064,1600,0.665,339418,https://commons.wikimedia.org/wiki/File:Konya_Karatay_Ceramics_Museum_exterior_4465.jpg,,tall-portrait
konya,7,Aziziye Mosque,images/landmarks/konya-aziziye-mosque.webp,1064,1600,0.665,222862,https://commons.wikimedia.org/wiki/File:Konya_Aziziye_Mosque_exterior_3822.jpg,,tall-portrait
konya,9,Sırçalı Medrese,images/landmarks/konya-sircali-medrese.webp,1064,1600,0.665,332562,https://commons.wikimedia.org/wiki/File:Konya_S%C4%B1r%C3%A7al%C4%B1_Medrese_gravestone_museum_4489.jpg,,tall-portrait
maputo,2,Cathedral of Our Lady of Conception,images/landmarks/maputo-cathedral-of-our-lady-of-conception.webp,1064,1600,0.665,203366,https://commons.wikimedia.org/wiki/File:Cathedral_of_maputo_01.jpg,,tall-portrait
matsuyama,3,Isaniwa Shrine,images/landmarks/matsuyama-isaniwa-shrine.webp,1064,1600,0.665,441732,https://commons.wikimedia.org/wiki/File:Isaniwa_Shrine_Stairs.jpg,,tall-portrait
mykonos,9,Archaeological Museum of Mykonos,images/landmarks/mykonos-archaeological-museum-of-mykonos.webp,1064,1600,0.665,128430,"https://commons.wikimedia.org/wiki/File:Incense_burner,_pottery,_Kastro,_Chora,_Mykonos,_AM_of_Mykonos,_exhibition,_224884.jpg",,tall-portrait
pittsburgh,9,Fallingwater,images/landmarks/pittsburgh-fallingwater.webp,1064,1600,0.665,244078,https://commons.wikimedia.org/wiki/File:Wrightfallingwater.jpg,,tall-portrait
pristina,7,Clock Tower (Sahat Kulla),images/landmarks/pristina-clock-tower.webp,1064,1600,0.665,180476,"https://commons.wikimedia.org/wiki/File:Clock_Tower_,_Prishtina,_Kosovo.jpg",,tall-portrait
seville,4,Torre del Oro,images/landmarks/seville-torre-del-oro.webp,1064,1600,0.665,226712,https://commons.wikimedia.org/wiki/File:Torre_del_Oro_flag_Seville_Spain.jpg,,tall-portrait
tallinn,9,St. Mary's Cathedral (Toomkirik),images/landmarks/tallinn-st-marys-cathedral-toomkirik.webp,1064,1600,0.665,224372,https://commons.wikimedia.org/wiki/File:Tallinna_toomkirik.jpg,,tall-portrait
banff,4,Johnston Canyon,images/landmarks/banff-johnston-canyon.webp,533,800,0.666,40942,https://en.wikipedia.org/wiki/Johnston_Creek_(Alberta),,low-res+tall-portrait
perth,7,Crawley Edge Boatshed (Blue Boat House),images/landmarks/perth-crawley-edge-boatshed.webp,533,800,0.666,40898,https://commons.wikimedia.org/wiki/File:CrawleyEdgeBoatshed.jpg,,low-res+tall-portrait
vladivostok,9,Triumphal Arch of Tsarevich Nicholas,images/landmarks/vladivostok-triumphal-arch.webp,533,800,0.666,163740,https://commons.wikimedia.org/wiki/File:Triumphal_arch_Cesarevitch_Nikolay.jpg,,low-res+tall-portrait
cuiaba,1,Catedral Basílica do Senhor Bom Jesus,images/landmarks/cuiaba-catedral-basilica-senhor-bom-jesus.webp,853,1280,0.666,60870,"https://commons.wikimedia.org/wiki/File:Catedral_Bas%C3%ADlica_do_Senhor_Bom_Jesus,_Cuiab%C3%A1-MT.jpg",,tall-portrait
stanley,9,Victory Green and Ross Road waterfront,images/landmarks/stanley-victory-green-ross-road-waterfront.webp,853,1280,0.666,176252,"https://commons.wikimedia.org/wiki/File:Ross_Road,_Stanley_(Falkland_Islands).jpg",,tall-portrait
zhangjiajie,7,Yellow Dragon Cave (Huanglongdong),images/landmarks/zhangjiajie-yellow-dragon-cave.webp,933,1400,0.666,133172,https://commons.wikimedia.org/wiki/File:20120410_YD_cave_0001_04.jpg,,tall-portrait
edirne,8,Edirne Grand Synagogue,images/landmarks/edirne-edirne-grand-synagogue.webp,1065,1600,0.666,193724,https://commons.wikimedia.org/wiki/File:Grand_Synagogue_of_Edirne_3381.jpg,,tall-portrait
gibraltar,6,Moorish Castle,images/landmarks/gibraltar-moorish-castle.webp,1065,1600,0.666,559624,https://commons.wikimedia.org/wiki/File:Gibraltar_Moorish_Castle_from_Willis%27s_Road_1.jpg,,tall-portrait
rhodes,3,Mandraki Harbour,images/landmarks/rhodes-mandraki-harbour.webp,1065,1600,0.666,237012,https://commons.wikimedia.org/wiki/File:Windmills_Rhodes_harbour.jpg,,tall-portrait
venice,8,Santa Maria della Salute,images/landmarks/venice-santa-maria-della-salute.webp,1065,1600,0.666,244582,https://commons.wikimedia.org/wiki/File:Santa_Maria_della_Salute_from_Hotel_Monaco.jpg,,tall-portrait
aachen,4,Carolus Thermen,images/landmarks/aachen-carolus-thermen.webp,1066,1600,0.666,443812,https://commons.wikimedia.org/wiki/File:Eingang_Carolus_Thermen_in_Aachen_-_Passstra%C3%9Fe.jpg,,tall-portrait
aix-en-provence,1,Cathédrale Saint-Sauveur,images/landmarks/aix-en-provence-cathedrale-saint-sauveur.webp,1066,1600,0.666,213808,https://commons.wikimedia.org/wiki/File:Aix-Cathédrale-bjs180807-02.jpg,,tall-portrait
aurangabad,5,Grishneshwar Temple,images/landmarks/aurangabad-grishneshwar-temple.webp,1066,1600,0.666,386922,https://commons.wikimedia.org/wiki/File:Grishneshwar%20Temple%20Ellora.jpg,,tall-portrait
baku,2,Maiden Tower (Qız Qalası),images/landmarks/baku-maiden-tower-qz-qalas.webp,1066,1600,0.666,222780,https://commons.wikimedia.org/wiki/File:Maiden%20Tower%20in%20Baku%202015.jpg,,tall-portrait
banff,6,Cave and Basin National Historic Site,images/landmarks/banff-cave-and-basin-national-historic-site.webp,1066,1600,0.666,313256,https://en.wikipedia.org/wiki/Cave_and_Basin_National_Historic_Site,,tall-portrait
bangkok,2,Wat Pho (Temple of the Reclining Buddha),images/landmarks/bangkok-wat-pho.webp,1066,1600,0.666,411188,https://en.wikipedia.org/wiki/Wat_Pho,,tall-portrait
barcelona,4,Barcelona Cathedral,images/landmarks/barcelona-cathedral.webp,1066,1600,0.666,204886,https://en.wikipedia.org/wiki/Barcelona_Cathedral,,tall-portrait
barranquilla,7,Iglesia de San Nicolás de Tolentino,images/landmarks/barranquilla-iglesia-san-nicolas-de-tolentino.webp,1066,1600,0.666,167804,https://commons.wikimedia.org/wiki/File:2020_Barranquilla_-_Iglesia_de_San_Nicolas_de_Tolentino_(Barranquilla).jpg,,tall-portrait
batumi,0,Batumi Boulevard,images/landmarks/batumi-batumi-boulevard.webp,1066,1600,0.666,138358,https://commons.wikimedia.org/wiki/File:Batumi_Boulevard_Alley.jpg,,tall-portrait
bengaluru,7,St. Mary's Basilica,images/landmarks/bengaluru-st-mary-s-basilica.webp,1066,1600,0.666,120252,"https://en.wikipedia.org/wiki/St._Mary's_Basilica,_Bengaluru",,tall-portrait
berlin,8,Victory Column (Siegessäule),images/landmarks/berlin-victory-column.webp,1066,1600,0.666,148140,https://en.wikipedia.org/wiki/Berlin_Victory_Column,,tall-portrait
bern,0,Zytglogge (Clock Tower),images/landmarks/bern-zytglogge.webp,1066,1600,0.666,164982,https://en.wikipedia.org/wiki/Zytglogge,,tall-portrait
bilbao,7,Catedral de Santiago,images/landmarks/bilbao-catedral-de-santiago.webp,1066,1600,0.666,130406,https://commons.wikimedia.org/wiki/File:Iglesia_Catedral_de_Santiago_Bilbao.JPG,,tall-portrait
bratislava,2,Michael's Gate,images/landmarks/bratislava-michael-s-gate.webp,1066,1600,0.666,244462,https://en.wikipedia.org/wiki/Michael's_Gate,,tall-portrait
bremen,1,Roland Statue,images/landmarks/bremen-roland-statue.webp,1066,1600,0.666,306774,https://en.wikipedia.org/wiki/Bremen_Roland,,tall-portrait
brno,3,Old Town Hall,images/landmarks/brno-old-town-hall.webp,1066,1600,0.666,255858,https://commons.wikimedia.org/wiki/File:Brno_Old_Town_Hall-01.jpg,,tall-portrait
brugge,0,Belfry of Bruges (Belfort),images/landmarks/brugge-belfry-of-bruges-belfort.webp,1066,1600,0.666,140930,https://en.wikipedia.org/wiki/Belfry_of_Bruges,,tall-portrait
brugge,7,Groeningemuseum,images/landmarks/brugge-groeningemuseum.webp,1066,1600,0.666,182664,https://en.wikipedia.org/wiki/Groeningemuseum,,tall-portrait
calgary,2,The Bow,images/landmarks/calgary-the-bow.webp,1066,1600,0.666,181864,https://commons.wikimedia.org/w/index.php?search=The%20Bow%20Calgary&title=Special:MediaSearch,,tall-portrait
cambridge,3,Fitzwilliam Museum,images/landmarks/cambridge-fitzwilliam-museum.webp,1066,1600,0.666,140204,"https://commons.wikimedia.org/wiki/File:Fitzwilliam_Museum,_Cambridge,_July_2010_(01).JPG",,tall-portrait
cape-town,4,Bo-Kaap,images/landmarks/cape-town-bo-kaap.webp,1066,1600,0.666,249918,https://commons.wikimedia.org/w/index.php?search=Bo-Kaap%20Cape%20Town&title=Special:MediaSearch,,tall-portrait
capri,0,Grotta Azzurra (Blue Grotto),images/landmarks/capri-grotta-azzurra-blue-grotto.webp,1066,1600,0.666,343604,https://commons.wikimedia.org/wiki/File:Entrance_to_Grotta_Azzurra_(Capri).jpg,,tall-portrait
carcassonne,4,Canal du Midi,images/landmarks/carcassonne-canal-du-midi.webp,1066,1600,0.666,152736,"https://commons.wikimedia.org/wiki/File:Canal_du_Midi_-_Carcassonne,_France_-_July_30,_2024.jpg",,tall-portrait
